"Title","Wardname","Partyname","Surname","Forename","Votes","Elected","Electorate","Turnout","Electiontype","Electionyear","SpoiltPapers"
"ElectionResults","Little London and Woodhouse","Conservative Party Candidate","Ashford","Brandon John",249,"FALSE",19256,15.6,"Local",2018,13
"ElectionResults","Little London and Woodhouse","Labour Party","Brooks","Kayleigh",2425,"TRUE",19256,15.6,"Local",2018,13
"ElectionResults","Little London and Woodhouse","Liberal Democrats","Campbell","Lorna Christine",268,"FALSE",19256,15.6,"Local",2018,13
"ElectionResults","Little London and Woodhouse","Green Party","Foren","Christopher Mark",530,"FALSE",19256,15.6,"Local",2018,13
"ElectionResults","Little London and Woodhouse","Conservative Party Candidate","Green","Amy",220,"FALSE",19256,15.6,"Local",2018,13
"ElectionResults","Little London and Woodhouse","Labour Party","Harper","Gerry",2126,"TRUE",19256,15.6,"Local",2018,13
"ElectionResults","Little London and Woodhouse","Conservative Party Candidate","Harper","Stewart Peter",166,"FALSE",19256,15.6,"Local",2018,13
"ElectionResults","Middleton Park","Labour Party","Blake","Judith",2747,"TRUE",19465,23.6,"Local",2018,14
"ElectionResults","Middleton Park","Social Democratic Party","Dixon","Wayne Alan",1232,"FALSE",19465,23.6,"Local",2018,14
"ElectionResults","Middleton Park","Liberal Democrats","Gagen","Kathryn Elizabeth",293,"FALSE",19465,23.6,"Local",2018,14
"ElectionResults","Middleton Park","Labour Party","Groves","Kim Susan",3373,"TRUE",19465,23.6,"Local",2018,14
"ElectionResults","Middleton Park","Conservative Party Candidate","Herdson","David",621,"FALSE",19465,23.6,"Local",2018,14
"ElectionResults","Middleton Park","Conservative Party Candidate","Jessop","Rita",613,"FALSE",19465,23.6,"Local",2018,14
"ElectionResults","Middleton Park","Conservative Party Candidate","Lamb","Gareth Andrew",451,"FALSE",19465,23.6,"Local",2018,14
"ElectionResults","Middleton Park","Labour Party","Truswell","Paul Anthony",2366,"TRUE",19465,23.6,"Local",2018,14
"ElectionResults","Moortown","Green Party","Andrews","Gavin Michael",1188,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Labour Party","Charlwood","Rebecca Marie",4248,"TRUE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Conservative Party Candidate","Cunliffe","Ross Alexander",1719,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Liberal Democrats","Dowling","Ian George",1287,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Liberal Democrats","Dresser","David Stephen",996,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","UK Independence Party (UKIP)","Greenberg","Ian",155,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Labour Party","Hamilton","Sharon",3730,"TRUE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Liberal Democrats","Howley","Chris",874,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","UK Independence Party (UKIP)","Miles","Jeff",134,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Conservative Party Candidate","Pearce","Liam Joshua James",1527,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Labour Party","Shahzad","Mohammed",3527,"TRUE",17350,43.3,"Local",2018,11
"ElectionResults","Moortown","Conservative Party Candidate","Speed","Rob",1643,"FALSE",17350,43.3,"Local",2018,11
"ElectionResults","Morley North","Conservative Party Candidate","Aldiss","Jason Karl",1149,"FALSE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Labour and Co-operative Party","Clapcote","Steve",1345,"FALSE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Labour and Co-operative Party","Compton","Pete",1701,"FALSE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Conservative Party Candidate","Dilworth","Christopher James",1146,"FALSE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Morley Borough Independents","Gettings","Bob",3480,"TRUE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Morley Borough Independents","Hutchison","Andy",2945,"TRUE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Morley Borough Independents","Leadley","Thomas Adrian",2767,"TRUE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Labour and Co-operative Party","Leng","Johnathan Charles",1269,"FALSE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Liberal Democrats","Mellor","Philip James",284,"FALSE",17938,33.5,"Local",2018,10
"ElectionResults","Morley North","Conservative Party Candidate","Singh","Louisa Mary",695,"FALSE",17938,33.5,"Local",2018,10
"ElectionResults","Morley South","Green Party","Bell","Chris",583,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Labour and Co-operative Party","Dawson","Neil",2102,"TRUE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Morley Borough Independents","Elliott","Judith Mary",2500,"TRUE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Morley Borough Independents","Finnigan","Robert",2028,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Labour and Co-operative Party","Hill","Charlotte",1799,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Morley Borough Independents","Kidger","Wyn",2082,"TRUE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Labour and Co-operative Party","Mitchell","Luke",1712,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Conservative Party Candidate","Oldham","Rachel Mary",848,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Conservative Party Candidate","Sanwoolu","Jermaine",698,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Conservative Party Candidate","Singh","Jas",547,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Morley South","Liberal Democrats","Smith","Raymond Dennis",148,"FALSE",17292,30.7,"Local",2018,15
"ElectionResults","Otley and Yeadon","Green Party","Bradley","Mick",1245,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Liberal Democrats","Campbell","Colin Andrew",3768,"TRUE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Conservative Party Candidate","Creek","Kenneth John",1094,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Liberal Democrats","Downes","Ryk",3663,"TRUE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Conservative Party Candidate","Fox","Diane Elaine",978,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Labour Party","Gregory","Sian Lisa",2340,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","The For Britain Movement","Hollings","Tom",241,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Liberal Democrats","Lay","Sandy Edward Charles",3757,"TRUE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Labour Party","Nathan","Elliot Edwards",2200,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Labour Party","Ranson","James William",1703,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Otley and Yeadon","Conservative Party Candidate","Rees","Philip John",974,"FALSE",17688,43.4,"Local",2018,8
"ElectionResults","Pudsey","Liberal Democrats","Arbuckle","Jude Patrick",247,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Labour Party","Coulson","Mick",2731,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Labour Party","Cunningham","Lou",2698,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Liberal Democrats","Glover","Christine Amy",460,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Conservative Party Candidate","Harrison","Mark Thomas",3099,"TRUE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Green Party","Hart","Helen Lesley",545,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Liberal Democrats","Hughes","Martin Gareth",190,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Labour Party","Lewis","Richard Alwyn",2976,"TRUE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Conservative Party Candidate","Neve","Mark Johnathan",2901,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","The Yorkshire Party","O'Neill","Conor Andrew",570,"FALSE",18832,38.2,"Local",2018,14
"ElectionResults","Pudsey","Conservative Party Candidate","Seary","Simon Anthony",3324,"TRUE",18832,38.2,"Local",2018,14
"ElectionResults","Rothwell","Conservative Party Candidate","Ahad","Shazar",686,"FALSE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Green Party","Aliremzioglu","Ali",358,"FALSE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Conservative Party Candidate","Boycott","Joe",1254,"FALSE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Labour Party","Bruce","Karen",2326,"TRUE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Labour Party","Burke","Sharon",1645,"FALSE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Liberal Democrats","Golton","Stewart",3167,"TRUE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Liberal Democrats","Harrison","Carmel Francess",2338,"TRUE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Conservative Party Candidate","Long","Melieha Ruth",855,"FALSE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Labour Party","Nagle","David Patrick",1857,"FALSE",16104,37.7,"Local",2018,18
"ElectionResults","Rothwell","Liberal Democrats","Yates","Patricia",2157,"FALSE",16104,37.7,"Local",2018,18
"ElectionResults","Roundhay","Conservative Party Candidate","Arif","Farzana",1612,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Alliance for Green Socialism","Christie","Malcolm Scott",390,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Conservative Party Candidate","Cohen","Elayna Beverley",1661,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Green Party","Ellis","Paul Charles",1007,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Labour Party","Goddard","Jacob Stephen",4131,"TRUE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Liberal Democrats","Hannah","Jon Charles",888,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Liberal Democrats","Iqbal","Najeeb",598,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Conservative Party Candidate","Khan","Aftab",1318,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Liberal Democrats","Mason","Rory Thomas",621,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Independent","Quinn","Tony",1348,"FALSE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Labour Party","Tunnicliffe","Eleanor Judith",4203,"TRUE",17403,45.1,"Local",2018,18
"ElectionResults","Roundhay","Labour Party","Wenham","Angela Ruvena",4165,"TRUE",17403,45.1,"Local",2018,18
"ElectionResults","Temple Newsam","Labour Party","Coupar","Debra",2641,"TRUE",16581,36.2,"Local",2018,21
"ElectionResults","Temple Newsam","Conservative Party Candidate","Deacon","Neale Arthur",2062,"FALSE",16581,36.2,"Local",2018,21
"ElectionResults","Temple Newsam","Labour Party","Hayden","Helen Elizabeth Mary",2603,"TRUE",16581,36.2,"Local",2018,21
"ElectionResults","Temple Newsam","Conservative Party Candidate","Hayes","Elizabeth Mary",2113,"FALSE",16581,36.2,"Local",2018,21
"ElectionResults","Temple Newsam","Conservative Party Candidate","Hayes","Robert Scott",1739,"FALSE",16581,36.2,"Local",2018,21
"ElectionResults","Temple Newsam","Green Party","Love","Fiona Sarah Heather",610,"FALSE",16581,36.2,"Local",2018,21
"ElectionResults","Temple Newsam","Labour Party","Lyons","Mick",2482,"TRUE",16581,36.2,"Local",2018,21
"ElectionResults","Temple Newsam","Liberal Democrats","Norman","Keith Cecil",478,"FALSE",16581,36.2,"Local",2018,21
"ElectionResults","Weetwood","Conservative Party Candidate","Basu","Angelo",695,"FALSE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Liberal Democrats","Bentley","Jonathan Joseph",2934,"TRUE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Labour Party","Gibson","James Garry",2699,"TRUE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Green Party","Hemingway","Martin Francis",955,"FALSE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Liberal Democrats","Jennings","Brian David Timothy",2488,"FALSE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Conservative Party Candidate","Jessop","David Graham",694,"FALSE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Conservative Party Candidate","Kiernan","Howard Geoffrey",674,"FALSE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Labour Party","Knight","Christine Jane",2717,"TRUE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Labour Party","McMahon","John",2418,"FALSE",15914,40.8,"Local",2018,14
"ElectionResults","Weetwood","Liberal Democrats","Sebire","Lynda Frances",2241,"FALSE",15914,40.8,"Local",2018,14
"ElectionResults","Wetherby","Labour Party","Egan","Jan",1069,"FALSE",15954,39.9,"Local",2018,13
"ElectionResults","Wetherby","Conservative Party Candidate","Harrington","Norma Agnes",4160,"TRUE",15954,39.9,"Local",2018,13
"ElectionResults","Wetherby","Liberal Democrats","Hopps","David Kenneth",1189,"FALSE",15954,39.9,"Local",2018,13
"ElectionResults","Wetherby","Conservative Party Candidate","Lamb","Alan James",4126,"TRUE",15954,39.9,"Local",2018,13
"ElectionResults","Wetherby","Labour Party","Lynch","John",1308,"FALSE",15954,39.9,"Local",2018,13
"ElectionResults","Wetherby","Green Party","Pearce","Martin",704,"FALSE",15954,39.9,"Local",2018,13
"ElectionResults","Wetherby","Labour Party","Ratcliffe","Paul David",875,"FALSE",15954,39.9,"Local",2018,13
"ElectionResults","Wetherby","Conservative Party Candidate","Wilkinson","Gerald",4067,"TRUE",15954,39.9,"Local",2018,13
